Age,Gender,Tribe,Father_Tribe,Mother_Tribe,Same_Tribe_Parents,Place_of_Birth,Current_Residence,Migrated,Number_of_Siblings,Lived_with_Grandparents,MT_Taught_in_School,Language_Spoken_by_Parents,Language_Spoken_with_Siblings,Ever_Visited_Village,Attended_Cultural_Meetings,Belongs_to_Cultural_Group,MT_Used_in_Church_or_Mosque,Knows_Songs_in_MT,Wants_Children_to_Speak_MT,MT_Proficiency,Cultural_Identity_Strength
24,Female,Meta,Meta,Meta,Yes,Bamenda,Meta Village,No,0,Yes,No,Cameroonian Pidgin English,French,No,Yes,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Weak
22,Female,Meta,Meta,Meta,Yes,Douala,Meta Village,Yes,1,Yes,No,Mix of MT and Pidgin,Mix of Pidgin and French,No,No,Yes,French,Yes,Yes,Minimal,Weak
22,Male,Meta,Meta,Meta,Yes,South West,Bamenda,Yes,4,No,No,Meta (mother tongue),Meta (mother tongue),No,Yes,No,Cameroonian Pidgin English,No,Yes,Minimal,Detached
6,Female,Bafut,Bafut,Bafut,Yes,North West,Yaoundé,No,2,Yes,Yes,French,Bafut (mother tongue),Yes,No,Yes,Bafut (mother tongue),Yes,Yes,Conversational,Moderate
24,Male,Meta,Meta,Bakweri,No,Centre,Meta Village,No,3,No,No,Mix of Pidgin and French,Cameroonian Pidgin English,No,No,Yes,Meta (mother tongue),Yes,No,None,Weak
12,Male,Bafut,Bafut,Meta,No,Centre,Bafut Village,No,3,No,No,Bafut (mother tongue),Mix of Pidgin and French,No,No,Yes,English,No,Yes,Minimal,Weak
24,Female,Fulani,Fulani,Fulani,Yes,North,Ngaoundéré,Yes,4,Yes,No,Mix of Fulfulde and Arabic,Fulfulde (mother tongue),No,No,Yes,Arabic (Quran),Yes,Yes,Minimal,Moderate
13,Female,Fulani,Fulani,Fulani,Yes,Centre,Ngaoundéré,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),No,Yes,Conversational,Moderate
22,Male,Fulani,Fulani,Fulani,Yes,Centre,Fulani Camp,Yes,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,No,Fulfulde,Yes,No,Basic,Detached
17,Male,Meta,Meta,Bakweri,No,Littoral,Douala,Yes,5,No,No,Mix of Pidgin and French,Mix of MT and Pidgin,No,Yes,No,Mix of MT and French,Yes,No,None,Weak
4,Female,Meta,Meta,Meta,Yes,South West,Douala,No,3,No,No,Mix of Pidgin and French,Meta (mother tongue),Yes,No,Yes,Meta (mother tongue),No,Yes,Basic,Weak
20,Male,Bakweri,Bakweri,Bafut,No,Littoral,Buea,Yes,2,No,No,English,Mokpwe (mother tongue),No,No,No,French,Yes,Yes,None,Detached
22,Male,Fulani,Fulani,Bakweri,No,Littoral,Fulani Camp,Yes,4,No,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Moderate
11,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,Yes,3,No,No,French,Mix of Pidgin and English,No,No,Yes,Mokpwe (mother tongue),Yes,Yes,None,Weak
23,Female,Bakweri,Bakweri,Meta,No,North West,Buea,Yes,2,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,No,No,No,Cameroonian Pidgin English,No,Yes,None,Detached
13,Male,Meta,Meta,Bafut,No,South West,Bamenda,No,6,Yes,No,Meta (mother tongue),Mix of MT and Pidgin,No,No,No,Meta (mother tongue),No,Yes,Minimal,Detached
12,Male,Bakweri,Bakweri,Bakweri,Yes,North West,Limbe,No,1,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,Mokpwe (mother tongue),Yes,Yes,Conversational,Weak
20,Female,Fulani,Fulani,Fulani,Yes,North,Maroua,No,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
22,Female,Fulani,Fulani,Fulani,Yes,Centre,Douala,No,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Conversational,Moderate
10,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,No,2,No,No,Mix of Pidgin and English,Mokpwe (mother tongue),Yes,Yes,Yes,English,No,No,Basic,Moderate
16,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,Yes,4,Yes,No,Meta (mother tongue),French,Yes,Yes,No,Cameroonian Pidgin English,Yes,No,Conversational,Moderate
19,Female,Fulani,Fulani,Fulani,Yes,North,Garoua,No,1,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Does not attend,No,Yes,Conversational,Weak
6,Male,Bafut,Bafut,Bafut,Yes,Centre,Bafut Village,Yes,3,Yes,No,Bafut (mother tongue),Mix of MT and French,Yes,Yes,No,French,No,Yes,Basic,Moderate
7,Female,Bakweri,Bakweri,Fulani,No,Centre,Buea,No,5,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,Mix of MT and English,Yes,Yes,Minimal,Detached
21,Male,Meta,Meta,Fulani,No,Bamenda,Douala,Yes,3,Yes,Yes,English,Meta (mother tongue),No,Yes,No,Cameroonian Pidgin English,No,No,Minimal,Weak
18,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,Yes,5,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,French,No,Yes,Minimal,Detached
22,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,No,8,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,French,Yes,Yes,Fluent,Moderate
18,Female,Bakweri,Bakweri,Bafut,No,North West,Limbe,No,5,No,No,Mokpwe (mother tongue),Mix of MT and Pidgin,No,No,No,French,Yes,Yes,Minimal,Detached
20,Male,Bafut,Bafut,Bakweri,No,Buea,Douala,No,3,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,French,Yes,Yes,Conversational,Moderate
11,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,Yes,6,No,Yes,French,Fulfulde (mother tongue),No,Yes,Yes,French,Yes,Yes,Minimal,Moderate
21,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Limbe,Yes,4,Yes,No,Mokpwe (mother tongue),English,Yes,No,No,Mokpwe (mother tongue),No,Yes,Minimal,Detached
24,Female,Bafut,Bafut,Bafut,Yes,Centre,Douala,Yes,4,Yes,No,Bafut (mother tongue),English,Yes,Yes,No,French,No,Yes,Basic,Moderate
18,Female,Bakweri,Bakweri,Bafut,No,North West,Buea,No,3,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,English,No,Yes,Basic,Detached
11,Female,Meta,Meta,Meta,Yes,Littoral,Bamenda,No,3,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,English,No,No,Fluent,Moderate
16,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Douala,No,3,No,Yes,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,French,No,No,Basic,Detached
12,Male,Bafut,Bafut,Bafut,Yes,Yaoundé,Bafoussam,Yes,3,No,Yes,English,Bafut (mother tongue),No,No,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Detached
24,Male,Meta,Meta,Bakweri,No,South West,Yaoundé,No,1,No,No,Meta (mother tongue),French,Yes,No,Yes,Meta (mother tongue),Yes,No,Basic,Weak
20,Male,Bafut,Bafut,Meta,No,Littoral,Bamenda,No,4,Yes,No,French,Bafut (mother tongue),Yes,No,Yes,Cameroonian Pidgin English,No,Yes,Basic,Weak
10,Female,Bafut,Bafut,Meta,No,North West,Bafoussam,Yes,6,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,French,Yes,No,Conversational,Moderate
15,Female,Bafut,Bafut,Fulani,No,Douala,Yaoundé,Yes,5,Yes,No,Mix of MT and French,Cameroonian Pidgin English,Yes,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Weak
24,Male,Meta,Meta,Meta,Yes,South West,Meta Village,No,3,Yes,No,Meta (mother tongue),Mix of Pidgin and French,No,No,No,French,No,Yes,Basic,Detached
22,Male,Fulani,Fulani,Fulani,Yes,Douala,Fulani Camp,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,French,Yes,No,Basic,Moderate
14,Male,Bafut,Bafut,Bakweri,No,South West,Bafoussam,No,3,Yes,No,English,French,Yes,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Weak
24,Female,Fulani,Fulani,Fulani,Yes,Douala,Douala,Yes,4,No,No,Hausa,Fulfulde (mother tongue),No,Yes,Yes,French,Yes,Yes,Minimal,Moderate
17,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Limbe,Yes,6,Yes,No,Mix of MT and English,French,Yes,No,No,French,Yes,Yes,Minimal,Weak
18,Male,Fulani,Fulani,Bafut,No,Far North,Douala,No,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Arabic (Quran),No,Yes,Basic,Weak
21,Male,Fulani,Fulani,Bakweri,No,Centre,Garoua,Yes,5,Yes,No,Mix of Fulfulde and Arabic,Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,Yes,Yes,Basic,Moderate
4,Male,Fulani,Fulani,Fulani,Yes,North,Yaoundé,No,1,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,French,Yes,Yes,Conversational,Weak
11,Female,Bafut,Bafut,Bafut,Yes,South West,Yaoundé,Yes,4,No,No,French,Mix of Pidgin and French,No,Yes,No,French,No,No,None,Detached
8,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Limbe,No,3,No,No,English,Mix of MT and English,No,Yes,Yes,Cameroonian Pidgin English,No,No,None,Moderate
12,Male,Fulani,Fulani,Fulani,Yes,Centre,Ngaoundéré,Yes,3,No,No,Mix of Fulfulde and Arabic,Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Minimal,Strong
8,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Maroua,Yes,6,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Fluent,Strong
6,Female,Bakweri,Bakweri,Fulani,No,Centre,Douala,No,3,Yes,No,Mix of Pidgin and English,Mix of MT and English,Yes,No,Yes,Mokpwe (mother tongue),No,No,Minimal,Moderate
16,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,Yes,3,Yes,No,Mokpwe (mother tongue),French,No,No,No,Mokpwe (mother tongue),No,Yes,Minimal,Detached
23,Female,Fulani,Fulani,Fulani,Yes,Centre,Ngaoundéré,No,4,No,No,French,Fulfulde (mother tongue),No,Yes,Yes,Does not attend,Yes,Yes,Basic,Moderate
24,Male,Bakweri,Bakweri,Bakweri,Yes,Douala,Yaoundé,Yes,3,No,Yes,Mokpwe (mother tongue),English,Yes,Yes,No,French,No,Yes,Basic,Weak
5,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,Yes,3,Yes,No,Mix of MT and English,Mix of MT and English,Yes,No,No,French,Yes,Yes,Minimal,Weak
20,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,Yes,5,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,No,No,Yes,Mix of MT and French,Yes,Yes,Basic,Weak
13,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Bafut Village,Yes,2,Yes,No,Mix of Pidgin and French,Mix of MT and Pidgin,Yes,No,No,French,No,Yes,None,Weak
9,Male,Meta,Meta,Meta,Yes,South West,Douala,No,3,No,Yes,Meta (mother tongue),Mix of MT and Pidgin,Yes,Yes,Yes,Meta (mother tongue),No,No,Conversational,Moderate
7,Female,Bakweri,Bakweri,Bafut,No,Douala,Douala,Yes,3,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,No,No,English,Yes,No,Basic,Weak
17,Female,Bakweri,Bakweri,Bakweri,Yes,South West,Bakweri Village,No,6,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,No,English,Yes,Yes,Conversational,Moderate
13,Female,Meta,Meta,Meta,Yes,North West,Bamenda,No,4,No,No,Meta (mother tongue),Mix of MT and French,Yes,Yes,Yes,Meta (mother tongue),Yes,Yes,Basic,Moderate
19,Female,Meta,Meta,Fulani,No,Bamenda,Meta Village,Yes,4,No,No,Meta (mother tongue),Meta (mother tongue),No,No,No,Mix of Pidgin and French,No,Yes,Minimal,Detached
8,Female,Bafut,Bafut,Bafut,Yes,North West,Bamenda,No,7,No,No,Bafut (mother tongue),English,Yes,No,No,Bafut (mother tongue),Yes,Yes,Basic,Detached
22,Female,Bakweri,Bakweri,Bafut,No,Littoral,Douala,No,4,No,No,Mix of Pidgin and English,Mokpwe (mother tongue),Yes,No,Yes,Cameroonian Pidgin English,No,Yes,Basic,Moderate
10,Female,Fulani,Fulani,Bafut,No,Far North,Ngaoundéré,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
23,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,Yes,5,No,No,Mix of Pidgin and French,Meta (mother tongue),Yes,No,Yes,Cameroonian Pidgin English,Yes,Yes,Basic,Moderate
11,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,Yes,1,No,No,French,Mokpwe (mother tongue),No,No,No,French,Yes,Yes,Minimal,Detached
21,Female,Bakweri,Bakweri,Meta,No,Bamenda,Bakweri Village,Yes,6,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,No,French,No,No,Conversational,Weak
4,Female,Meta,Meta,Meta,Yes,Bamenda,Meta Village,No,3,No,No,French,English,Yes,Yes,No,Cameroonian Pidgin English,No,No,Minimal,Weak
19,Male,Bafut,Bafut,Bafut,Yes,Douala,Douala,Yes,5,No,No,Bafut (mother tongue),English,No,Yes,No,English,Yes,No,Minimal,Weak
21,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,No,7,Yes,No,Mix of Fulfulde and Arabic,Mix of Fulfulde and Arabic,Yes,Yes,No,Arabic (Quran),No,No,Basic,Weak
13,Male,Fulani,Fulani,Fulani,Yes,Littoral,Yaoundé,No,2,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Fluent,Strong
18,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Garoua,Yes,7,No,No,Mix of Fulfulde and Arabic,Fulfulde (mother tongue),Yes,No,Yes,Hausa,Yes,Yes,Basic,Moderate
4,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,No,3,No,No,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,English,No,Yes,Conversational,Moderate
17,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,No,4,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,English,No,No,Conversational,Moderate
22,Female,Meta,Meta,Meta,Yes,South West,Meta Village,Yes,3,Yes,No,Cameroonian Pidgin English,Meta (mother tongue),Yes,Yes,No,Cameroonian Pidgin English,Yes,No,Basic,Moderate
13,Male,Meta,Meta,Bakweri,No,Yaoundé,Meta Village,No,2,No,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,Yes,No,English,No,Yes,Minimal,Weak
8,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,Yes,4,No,No,Mix of Fulfulde and French,Mix of Fulfulde and Arabic,Yes,Yes,Yes,Does not attend,Yes,Yes,Minimal,Strong
12,Female,Bafut,Bafut,Bafut,Yes,North West,Bafoussam,No,1,No,No,Bafut (mother tongue),Mix of Pidgin and French,Yes,Yes,Yes,Cameroonian Pidgin English,Yes,No,Conversational,Strong
7,Male,Bafut,Bafut,Bakweri,No,South West,Bafut Village,No,1,No,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,Yes,Yes,Bafut (mother tongue),Yes,No,Basic,Moderate
13,Female,Bafut,Bafut,Bafut,Yes,Yaoundé,Bafoussam,No,1,Yes,No,Mix of MT and French,Bafut (mother tongue),Yes,No,No,French,No,Yes,Basic,Detached
11,Male,Bafut,Bafut,Bafut,Yes,Centre,Bamenda,Yes,0,No,Yes,Mix of Pidgin and French,French,No,No,No,French,No,Yes,None,Detached
21,Male,Fulani,Fulani,Fulani,Yes,Douala,Douala,Yes,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Fulfulde,Yes,No,Conversational,Weak
17,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Fulani Camp,Yes,7,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,No,No,Conversational,Weak
13,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Bakweri Village,No,3,No,No,Mokpwe (mother tongue),Mix of MT and English,Yes,No,No,Mokpwe (mother tongue),Yes,Yes,Basic,Weak
18,Male,Fulani,Fulani,Bakweri,No,Adamawa,Ngaoundéré,Yes,4,No,Yes,Cameroonian Pidgin English,Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),No,Yes,Basic,Moderate
22,Male,Meta,Meta,Meta,Yes,South West,Yaoundé,No,6,Yes,No,Mix of MT and Pidgin,Mix of Pidgin and French,No,Yes,No,Meta (mother tongue),No,Yes,Minimal,Weak
5,Male,Meta,Meta,Meta,Yes,Littoral,Yaoundé,Yes,1,No,No,Meta (mother tongue),Mix of Pidgin and French,Yes,Yes,No,Mix of MT and Pidgin,Yes,Yes,Minimal,Moderate
4,Male,Fulani,Fulani,Fulani,Yes,Centre,Yaoundé,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,No,Arabic (Quran),No,Yes,Basic,Detached
19,Female,Meta,Meta,Bakweri,No,Bamenda,Douala,No,3,Yes,Yes,Meta (mother tongue),English,No,Yes,No,Cameroonian Pidgin English,Yes,Yes,Conversational,Weak
20,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,Yes,2,Yes,No,Cameroonian Pidgin English,English,No,Yes,No,English,Yes,Yes,Minimal,Weak
17,Male,Bakweri,Bakweri,Bafut,No,Douala,Douala,No,3,No,No,Mix of MT and Pidgin,Mokpwe (mother tongue),Yes,No,No,English,Yes,No,Minimal,Weak
24,Female,Meta,Meta,Meta,Yes,Douala,Meta Village,No,2,Yes,No,Mix of MT and Pidgin,Meta (mother tongue),No,No,No,Meta (mother tongue),No,Yes,Minimal,Detached
4,Female,Meta,Meta,Fulani,No,Buea,Douala,Yes,7,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,English,Yes,Yes,Fluent,Strong
12,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Limbe,No,4,Yes,No,English,French,Yes,No,No,Cameroonian Pidgin English,Yes,No,Minimal,Weak
21,Male,Bakweri,Bakweri,Meta,No,Bamenda,Limbe,Yes,2,Yes,No,Cameroonian Pidgin English,Mokpwe (mother tongue),No,No,No,French,Yes,No,Minimal,Detached
14,Male,Fulani,Fulani,Fulani,Yes,North,Ngaoundéré,Yes,2,Yes,Yes,Fulfulde (mother tongue),Hausa,Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
8,Female,Meta,Meta,Meta,Yes,South West,Meta Village,No,6,No,Yes,Meta (mother tongue),Mix of MT and Pidgin,Yes,Yes,Yes,Meta (mother tongue),No,No,Conversational,Moderate
11,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,Yes,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Arabic (Quran),Yes,Yes,Basic,Weak
19,Female,Fulani,Fulani,Fulani,Yes,Buea,Yaoundé,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Fluent,Strong
4,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Limbe,Yes,0,No,Yes,Mokpwe (mother tongue),Mix of Pidgin and English,Yes,No,No,Cameroonian Pidgin English,No,Yes,Minimal,Detached
17,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,Yes,5,Yes,No,Fulfulde (mother tongue),Mix of Fulfulde and French,Yes,No,Yes,Does not attend,Yes,Yes,Conversational,Moderate
16,Male,Bafut,Bafut,Bafut,Yes,Douala,Bamenda,Yes,2,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,English,Yes,No,Conversational,Strong
4,Female,Bakweri,Bakweri,Meta,No,North West,Douala,No,4,Yes,No,Mix of MT and English,French,No,No,No,Mokpwe (mother tongue),Yes,No,None,Weak
17,Female,Bafut,Bafut,Bakweri,No,South West,Douala,Yes,4,No,No,Bafut (mother tongue),Cameroonian Pidgin English,No,No,Yes,Bafut (mother tongue),Yes,Yes,Minimal,Weak
22,Male,Bafut,Bafut,Fulani,No,Buea,Douala,Yes,7,No,No,Bafut (mother tongue),French,No,Yes,No,English,Yes,Yes,Minimal,Weak
13,Male,Fulani,Fulani,Fulani,Yes,Douala,Yaoundé,No,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Fulfulde,Yes,Yes,Conversational,Moderate
22,Female,Bakweri,Bakweri,Bafut,No,Yaoundé,Douala,No,6,Yes,No,Cameroonian Pidgin English,Mix of MT and Pidgin,Yes,No,Yes,French,Yes,No,Basic,Moderate
14,Male,Meta,Meta,Fulani,No,South West,Yaoundé,Yes,4,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,French,No,No,Minimal,Detached
4,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,No,5,No,No,Bafut (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,English,Yes,Yes,Basic,Moderate
9,Male,Bakweri,Bakweri,Bafut,No,Yaoundé,Bakweri Village,Yes,5,Yes,No,French,Mokpwe (mother tongue),Yes,No,No,Mokpwe (mother tongue),Yes,Yes,Basic,Weak
23,Female,Bafut,Bafut,Bafut,Yes,Buea,Yaoundé,Yes,3,Yes,Yes,French,Mix of MT and French,No,No,No,French,No,No,None,Detached
16,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Douala,No,6,Yes,No,Mix of Pidgin and English,Mix of MT and Pidgin,No,No,No,Mokpwe (mother tongue),No,Yes,None,Detached
19,Female,Bakweri,Bakweri,Bafut,No,Centre,Douala,No,6,Yes,Yes,Mix of MT and English,Mokpwe (mother tongue),Yes,No,No,Cameroonian Pidgin English,No,Yes,Basic,Detached
6,Female,Meta,Meta,Fulani,No,Bamenda,Yaoundé,Yes,1,Yes,Yes,Meta (mother tongue),Meta (mother tongue),No,Yes,No,English,No,Yes,Conversational,Weak
10,Female,Bafut,Bafut,Bafut,Yes,Centre,Yaoundé,No,2,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,French,Yes,No,Conversational,Moderate
10,Male,Meta,Meta,Meta,Yes,Littoral,Meta Village,Yes,0,Yes,Yes,Meta (mother tongue),Meta (mother tongue),Yes,No,No,English,Yes,Yes,Conversational,Weak
7,Male,Meta,Meta,Bafut,No,Littoral,Meta Village,Yes,4,Yes,No,English,Meta (mother tongue),Yes,Yes,No,English,No,Yes,Basic,Weak
20,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Yaoundé,No,2,No,No,English,Bafut (mother tongue),Yes,No,No,French,No,Yes,Minimal,Detached
9,Male,Meta,Meta,Bakweri,No,Buea,Bafoussam,No,4,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,Meta (mother tongue),Yes,Yes,Conversational,Strong
19,Male,Meta,Meta,Fulani,No,Littoral,Douala,No,4,No,Yes,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,French,No,Yes,Basic,Weak
7,Male,Bakweri,Bakweri,Meta,No,Yaoundé,Buea,No,3,No,Yes,English,Mix of MT and English,Yes,No,No,Mokpwe (mother tongue),Yes,Yes,None,Detached
22,Male,Bafut,Bafut,Bafut,Yes,Bamenda,Bafut Village,No,3,Yes,No,Bafut (mother tongue),Bafut (mother tongue),No,Yes,No,English,No,No,Conversational,Weak
9,Male,Bakweri,Bakweri,Meta,No,Douala,Buea,No,2,No,No,Mix of Pidgin and English,Mokpwe (mother tongue),Yes,Yes,Yes,English,No,No,Basic,Moderate
7,Female,Bafut,Bafut,Bafut,Yes,North West,Bafut Village,No,2,No,No,Bafut (mother tongue),French,Yes,No,No,English,No,No,Basic,Detached
8,Female,Bakweri,Bakweri,Bafut,No,North West,Buea,Yes,3,No,No,Mokpwe (mother tongue),French,Yes,Yes,Yes,Mokpwe (mother tongue),No,Yes,Basic,Moderate
16,Male,Bafut,Bafut,Bakweri,No,Douala,Bafoussam,Yes,2,Yes,Yes,Cameroonian Pidgin English,English,No,Yes,No,Cameroonian Pidgin English,No,Yes,Minimal,Weak
14,Female,Bakweri,Bakweri,Bafut,No,Douala,Limbe,No,3,No,No,Cameroonian Pidgin English,Mix of Pidgin and English,Yes,No,No,English,No,Yes,None,Detached
18,Male,Fulani,Fulani,Fulani,Yes,Far North,Ngaoundéré,Yes,6,No,No,Mix of Fulfulde and French,Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),No,Yes,Minimal,Weak
12,Male,Fulani,Fulani,Fulani,Yes,Douala,Garoua,No,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Hausa,Yes,Yes,Fluent,Moderate
4,Male,Bakweri,Bakweri,Meta,No,Buea,Yaoundé,Yes,1,Yes,No,Mokpwe (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,English,No,Yes,Basic,Moderate
15,Male,Fulani,Fulani,Fulani,Yes,Douala,Maroua,No,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Does not attend,Yes,Yes,Fluent,Strong
11,Male,Fulani,Fulani,Fulani,Yes,Centre,Maroua,Yes,0,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Hausa,Yes,Yes,Conversational,Moderate
19,Male,Fulani,Fulani,Fulani,Yes,Littoral,Garoua,No,6,Yes,No,French,Fulfulde (mother tongue),Yes,No,No,Arabic (Quran),No,Yes,Basic,Detached
20,Male,Bakweri,Bakweri,Meta,No,Douala,Limbe,No,6,No,No,Mix of MT and Pidgin,English,No,No,Yes,English,No,Yes,Minimal,Weak
7,Female,Meta,Meta,Meta,Yes,Centre,Bafoussam,Yes,1,Yes,No,French,Mix of MT and French,Yes,Yes,Yes,Cameroonian Pidgin English,Yes,No,Basic,Strong
7,Male,Meta,Meta,Fulani,No,Douala,Meta Village,Yes,5,No,Yes,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,English,No,Yes,Basic,Moderate
8,Male,Meta,Meta,Meta,Yes,Douala,Bamenda,Yes,3,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,No,Yes,No,French,No,Yes,Basic,Weak
5,Male,Meta,Meta,Bakweri,No,Buea,Meta Village,No,2,No,No,Mix of MT and French,Meta (mother tongue),Yes,Yes,No,French,No,Yes,Basic,Weak
4,Female,Bakweri,Bakweri,Meta,No,Littoral,Limbe,No,3,No,No,Mokpwe (mother tongue),Mix of Pidgin and English,No,No,No,English,No,Yes,None,Detached
15,Male,Fulani,Fulani,Fulani,Yes,Bamenda,Fulani Camp,Yes,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),No,Yes,Conversational,Moderate
